 Company Name | Description | Website 1 | Website 2 | Website 3
 Withings: Inspire Health | Making the most of innovation, technology and design, Withings invents smart products and apps that fit into any lifestyle that lets you track what matters so you can improve you everyday well-being and aim for better long term health. Our ecosystem empowers you to shape every aspect of your health and achieve your personal idea of a balanced lifestyle. Our mission is simple: For individuals and families to benefit from the connected health revolution. | http://www.withings.com/us/en1 | | 
